support,confidence,lift,artistID1,artistID2,artistID3
0.081050228,0.717171717,2.62862939,02kJSzxNuaWGqwubyUba0Z,1uNFoZAHBGtllmzznpCI3s,04gDigrS5kc9YWfZHwBETP
0.081050228,0.546153846,2.289142437,04gDigrS5kc9YWfZHwBETP,1uNFoZAHBGtllmzznpCI3s,02kJSzxNuaWGqwubyUba0Z
0.097031963,0.794392523,2.230409777,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,246dkjvS1zLTtiykXe5h60
0.097031963,0.562913907,2.063232564,02kJSzxNuaWGqwubyUba0Z,246dkjvS1zLTtiykXe5h60,04gDigrS5kc9YWfZHwBETP
0.097031963,0.578231293,2.423591446,04gDigrS5kc9YWfZHwBETP,246dkjvS1zLTtiykXe5h60,02kJSzxNuaWGqwubyUba0Z
0.108447489,0.887850467,1.830016493,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,3TVXtAsR1Inumwj472S9r4
0.108447489,0.549132948,2.0127216,02kJSzxNuaWGqwubyUba0Z,3TVXtAsR1Inumwj472S9r4,04gDigrS5kc9YWfZHwBETP
0.108447489,0.555555556,2.328548644,04gDigrS5kc9YWfZHwBETP,3TVXtAsR1Inumwj472S9r4,02kJSzxNuaWGqwubyUba0Z
0.081050228,0.663551402,2.21859171,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,4gzpq5DPGxSnKTe4SA8HAU
0.081050228,0.78021978,2.859717688,02kJSzxNuaWGqwubyUba0Z,4gzpq5DPGxSnKTe4SA8HAU,04gDigrS5kc9YWfZHwBETP
0.081050228,0.489655172,2.052334598,04gDigrS5kc9YWfZHwBETP,4gzpq5DPGxSnKTe4SA8HAU,02kJSzxNuaWGqwubyUba0Z
0.081050228,0.663551402,2.193475577,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,540vIaP2JwjQb9dm3aArA4
0.081050228,0.617391304,2.26290704,02kJSzxNuaWGqwubyUba0Z,540vIaP2JwjQb9dm3aArA4,04gDigrS5kc9YWfZHwBETP
0.081050228,0.568,2.380708134,04gDigrS5kc9YWfZHwBETP,540vIaP2JwjQb9dm3aArA4,02kJSzxNuaWGqwubyUba0Z
0.093607306,0.76635514,1.918077437,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,5K4W6rqBFWDnAN6FQUkS6x
0.093607306,0.561643836,2.058577406,5K4W6rqBFWDnAN6FQUkS6x,02kJSzxNuaWGqwubyUba0Z,04gDigrS5kc9YWfZHwBETP
0.093607306,0.607407407,2.545879851,04gDigrS5kc9YWfZHwBETP,5K4W6rqBFWDnAN6FQUkS6x,02kJSzxNuaWGqwubyUba0Z
