support,confidence,lift,trackID1,trackID2,trackID3
0.02739726,0.888888889,8.196491228,4NSW0Km5ZG60L8FthUebPJ,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.02739726,0.666666667,10.06896552,4NSW0Km5ZG60L8FthUebPJ,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.028538813,0.675675676,13.15315315,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,4PkIDTPGedm0enzdvilLNd
0.028538813,0.892857143,8.233082707,09oZ9eXQ2fo6YDrPzJqAoP,4PkIDTPGedm0enzdvilLNd,2Fxmhks0bxGSBdJ92vM42m
0.028538813,0.657894737,9.936479129,2Fxmhks0bxGSBdJ92vM42m,4PkIDTPGedm0enzdvilLNd,09oZ9eXQ2fo6YDrPzJqAoP
0.028538813,0.675675676,9.106029106,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,4Sib57MmYGJzSvkW84jTwh
0.028538813,0.862068966,7.949183303,4Sib57MmYGJzSvkW84jTwh,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.028538813,0.609756098,9.20941968,4Sib57MmYGJzSvkW84jTwh,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.039954338,0.945945946,10.23023023,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,4y3OI86AEP6PQoDE6olYhO
0.039954338,0.945945946,8.722617354,4y3OI86AEP6PQoDE6olYhO,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.039954338,0.573770492,8.665912945,4y3OI86AEP6PQoDE6olYhO,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.03652968,0.864864865,13.06244175,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,5KawlOMHjWeUjQtnuRs22c
0.03652968,0.864864865,7.974964438,5KawlOMHjWeUjQtnuRs22c,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.03652968,0.666666667,10.06896552,5KawlOMHjWeUjQtnuRs22c,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP
0.033105023,0.783783784,10.72804054,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,5WHTFyqSii0lmT9R21abT8
